top,bottom,shoes,occasion,weather_condition,temp_c,mood,score,label
Dress,Jeans,Boots,Office,Sunny,33.0,Happy,0.65,1
Jacket,Pants,Casual Shoes,Wedding,Clear,31.0,Happy,0.45,0
Dress,Skirt,Sports Shoes,Office,Cloudy,19.4,Relaxed,0.4,0
T-Shirt,Skirt,Boots,Date,Snow,29.5,Romantic,0.85,1
Dress,Shorts,Boots,Office,Snow,15.1,Bold,0.25,0
Coat,Shorts,Boots,Wedding,Sunny,23.6,Happy,0.15,0
Dress,Jeans,Casual Shoes,Wedding,Cloudy,11.0,Relaxed,0.5,0
Hoodie,Jeans,Boots,Date,Rainy,22.0,Relaxed,0.85,1
Blouse,Jeans,Heels,Wedding,Sunny,26.7,Professional,1.0,1
Shirt,Jeans,Heels,Date,Snow,33.0,Happy,0.75,1
Shirt,Skirt,Boots,Wedding,Sunny,18.6,Relaxed,1.0,1
Dress,Pants,Sandals,Casual,Cloudy,36.5,Bold,0.7,1
Jacket,Jeans,Casual Shoes,Wedding,Sunny,39.7,Happy,0.25,0
Dress,Skirt,Sports Shoes,Office,Sunny,8.1,Romantic,0.5,0
Shirt,Pants,Sandals,Casual,Cloudy,34.0,Bold,0.7,1
Sweater,Jeans,Boots,Date,Sunny,25.8,Romantic,0.45,0
Dress,Pants,Boots,Casual,Sunny,36.2,Professional,0.4,0
Blouse,Pants,Sandals,Party,Sunny,17.2,Relaxed,0.6,1
Shirt,Jeans,Sandals,Wedding,Sunny,6.6,Professional,0.75,1
Jacket,Pants,Casual Shoes,Date,Rainy,24.5,Happy,0.7,1
Hoodie,Shorts,Sports Shoes,Office,Cloudy,40.0,Professional,0.0,0
Blouse,Pants,Casual Shoes,Office,Rainy,37.8,Relaxed,0.85,1
T-Shirt,Shorts,Sports Shoes,Date,Clear,17.0,Bold,0.7,1
Sweater,Shorts,Sandals,Office,Clear,14.6,Romantic,0.0,0
Jacket,Skirt,Heels,Wedding,Cloudy,8.1,Relaxed,1.0,1
Dress,Skirt,Sports Shoes,Wedding,Snow,5.3,Relaxed,0.35,0
Jacket,Pants,Sports Shoes,Wedding,Clear,26.9,Bold,0.1,0
T-Shirt,Jeans,Casual Shoes,Party,Rainy,8.7,Happy,0.7,1
Dress,Jeans,Boots,Date,Sunny,14.2,Professional,0.85,1
T-Shirt,Jeans,Heels,Casual,Sunny,34.0,Relaxed,1.0,1
Hoodie,Pants,Heels,Party,Cloudy,34.8,Professional,0.45,0
Dress,Skirt,Sports Shoes,Office,Sunny,36.0,Relaxed,0.4,0
Hoodie,Shorts,Heels,Wedding,Rainy,5.2,Relaxed,0.0,0
T-Shirt,Pants,Casual Shoes,Party,Snow,38.0,Bold,0.75,1
T-Shirt,Jeans,Sports Shoes,Wedding,Rainy,14.5,Bold,0.0,0
Jacket,Skirt,Boots,Party,Cloudy,23.3,Bold,0.65,1
Blouse,Shorts,Casual Shoes,Casual,Clear,34.7,Romantic,0.85,1
Dress,Pants,Sports Shoes,Party,Sunny,17.7,Happy,0.8,1
Shirt,Skirt,Boots,Casual,Clear,25.5,Romantic,0.5,0
Sweater,Jeans,Boots,Casual,Cloudy,8.9,Bold,1.0,1
Jacket,Jeans,Casual Shoes,Party,Clear,32.2,Romantic,0.25,0
Jacket,Skirt,Sandals,Office,Clear,31.0,Happy,0.55,0
Sweater,Jeans,Boots,Casual,Sunny,20.3,Bold,0.4,0
Hoodie,Shorts,Boots,Date,Sunny,26.9,Romantic,0.55,0
Jacket,Pants,Heels,Date,Rainy,19.6,Professional,0.85,1
Shirt,Jeans,Boots,Casual,Sunny,25.0,Happy,0.75,1
T-Shirt,Jeans,Casual Shoes,Party,Cloudy,21.7,Relaxed,0.6,1
T-Shirt,Jeans,Sports Shoes,Casual,Cloudy,14.7,Romantic,0.95,1
Blouse,Pants,Casual Shoes,Casual,Clear,23.2,Happy,0.7,1
Blouse,Shorts,Sandals,Wedding,Cloudy,18.5,Bold,0.35,0
Shirt,Pants,Heels,Party,Clear,24.3,Professional,0.6,1
Sweater,Skirt,Sports Shoes,Casual,Rainy,22.6,Happy,0.9,1
Dress,Pants,Heels,Wedding,Clear,24.0,Professional,0.95,1
Hoodie,Shorts,Boots,Office,Clear,28.5,Relaxed,0.0,0
Blouse,Shorts,Heels,Wedding,Cloudy,35.4,Romantic,0.85,1
Shirt,Skirt,Casual Shoes,Date,Rainy,21.8,Professional,0.6,1
Coat,Shorts,Casual Shoes,Date,Rainy,10.7,Romantic,0.7,1
T-Shirt,Jeans,Casual Shoes,Party,Snow,5.1,Happy,0.7,1
Sweater,Pants,Boots,Party,Sunny,28.1,Professional,0.15,0
T-Shirt,Pants,Boots,Office,Rainy,23.3,Bold,0.7,1
T-Shirt,Pants,Heels,Party,Clear,14.4,Romantic,0.8,1
Coat,Shorts,Casual Shoes,Party,Clear,12.9,Relaxed,0.3,0
Sweater,Pants,Heels,Party,Clear,31.3,Romantic,0.45,0
Dress,Shorts,Casual Shoes,Casual,Rainy,38.7,Bold,0.65,1
Shirt,Jeans,Casual Shoes,Party,Cloudy,7.4,Romantic,0.5,0
Jacket,Shorts,Boots,Casual,Sunny,33.3,Relaxed,0.65,1
Hoodie,Skirt,Sandals,Party,Snow,18.5,Relaxed,0.65,1
Blouse,Shorts,Boots,Date,Sunny,32.6,Romantic,0.9,1
T-Shirt,Skirt,Sandals,Wedding,Snow,28.8,Relaxed,0.25,0
T-Shirt,Jeans,Casual Shoes,Date,Clear,30.7,Relaxed,0.5,0
Shirt,Jeans,Sports Shoes,Office,Cloudy,13.8,Relaxed,0.45,0
Dress,Jeans,Sandals,Office,Snow,10.1,Professional,0.45,0
Dress,Shorts,Sandals,Date,Rainy,27.2,Relaxed,0.35,0
Hoodie,Pants,Sports Shoes,Date,Sunny,15.7,Happy,0.25,0
Hoodie,Skirt,Sandals,Party,Sunny,6.0,Relaxed,0.5,0
Shirt,Shorts,Sports Shoes,Date,Clear,11.2,Relaxed,0.5,0
Shirt,Skirt,Casual Shoes,Casual,Snow,34.2,Romantic,0.6,1
Dress,Pants,Sandals,Office,Snow,32.3,Happy,0.65,1
T-Shirt,Skirt,Boots,Date,Snow,15.9,Professional,0.65,1
Coat,Jeans,Casual Shoes,Party,Sunny,8.1,Bold,0.6,1
Coat,Pants,Heels,Office,Cloudy,30.0,Professional,0.7,1
T-Shirt,Jeans,Boots,Party,Snow,28.7,Relaxed,0.75,1
Sweater,Skirt,Heels,Wedding,Rainy,19.3,Happy,1.0,1
Dress,Skirt,Heels,Wedding,Sunny,8.4,Happy,0.95,1
T-Shirt,Shorts,Boots,Date,Snow,36.2,Romantic,0.75,1
Blouse,Skirt,Casual Shoes,Party,Cloudy,11.9,Relaxed,0.5,0
Blouse,Jeans,Sports Shoes,Casual,Rainy,28.5,Professional,0.65,1
Jacket,Jeans,Sandals,Office,Cloudy,12.8,Romantic,0.55,0
Blouse,Pants,Sports Shoes,Office,Cloudy,32.2,Romantic,0.75,1
Blouse,Pants,Heels,Wedding,Sunny,31.0,Happy,1.0,1
T-Shirt,Pants,Casual Shoes,Casual,Snow,27.9,Bold,0.8,1
Sweater,Pants,Sandals,Party,Sunny,8.7,Happy,0.5,0
Shirt,Jeans,Sports Shoes,Office,Rainy,30.1,Happy,0.55,1
Shirt,Jeans,Sports Shoes,Party,Cloudy,28.7,Professional,0.4,0
Blouse,Shorts,Boots,Casual,Sunny,37.6,Romantic,0.75,1
Sweater,Skirt,Sports Shoes,Casual,Clear,15.6,Bold,0.35,0
Hoodie,Pants,Casual Shoes,Date,Sunny,27.9,Professional,0.25,0
T-Shirt,Skirt,Sandals,Party,Rainy,30.4,Relaxed,0.55,0
Dress,Pants,Boots,Casual,Sunny,12.3,Relaxed,0.8,1
Coat,Shorts,Sports Shoes,Office,Rainy,38.9,Happy,0.0,0
Jacket,Jeans,Sandals,Date,Cloudy,11.0,Bold,0.65,1
Jacket,Shorts,Heels,Office,Rainy,38.3,Relaxed,0.05,0
Shirt,Shorts,Boots,Party,Sunny,30.2,Relaxed,0.55,1
Shirt,Skirt,Boots,Wedding,Cloudy,17.7,Professional,1.0,1
Shirt,Skirt,Casual Shoes,Party,Sunny,13.5,Happy,0.6,1
Sweater,Jeans,Boots,Casual,Cloudy,34.6,Relaxed,0.55,1
Shirt,Shorts,Sandals,Party,Rainy,15.3,Bold,0.25,0
Shirt,Shorts,Casual Shoes,Date,Snow,27.6,Bold,0.5,0
Dress,Skirt,Sports Shoes,Office,Clear,5.0,Romantic,0.5,0
Dress,Shorts,Sandals,Date,Sunny,12.6,Bold,0.65,1
Jacket,Jeans,Sports Shoes,Party,Cloudy,5.5,Relaxed,0.7,1
Jacket,Shorts,Heels,Party,Rainy,30.5,Bold,0.65,1
T-Shirt,Pants,Heels,Wedding,Rainy,33.6,Relaxed,0.55,1
Blouse,Pants,Boots,Party,Clear,30.8,Happy,0.6,1
Jacket,Skirt,Casual Shoes,Date,Snow,26.4,Relaxed,0.7,1
Blouse,Pants,Sports Shoes,Party,Clear,35.6,Relaxed,0.5,0
Dress,Shorts,Boots,Date,Rainy,28.9,Happy,0.75,1
Coat,Jeans,Heels,Office,Rainy,36.2,Bold,0.6,1
Dress,Skirt,Sandals,Casual,Clear,24.9,Happy,0.8,1
Blouse,Skirt,Sports Shoes,Date,Cloudy,11.2,Professional,0.6,1
Dress,Shorts,Sports Shoes,Party,Sunny,21.6,Happy,0.85,1
Jacket,Pants,Casual Shoes,Party,Clear,14.2,Happy,0.55,1
Shirt,Pants,Sandals,Office,Cloudy,31.8,Bold,1.0,1
Shirt,Shorts,Sports Shoes,Party,Sunny,37.2,Bold,0.7,1
Shirt,Skirt,Casual Shoes,Party,Snow,14.2,Relaxed,0.5,0
Dress,Pants,Heels,Wedding,Cloudy,35.3,Bold,0.95,1
Coat,Skirt,Boots,Wedding,Sunny,25.3,Romantic,0.85,1
Blouse,Pants,Sports Shoes,Date,Clear,18.4,Relaxed,0.6,1
T-Shirt,Shorts,Sandals,Casual,Sunny,14.3,Relaxed,0.95,1
T-Shirt,Shorts,Sports Shoes,Date,Sunny,26.0,Bold,0.7,1
Blouse,Shorts,Heels,Party,Rainy,35.9,Romantic,0.55,1
T-Shirt,Pants,Sports Shoes,Office,Sunny,38.6,Bold,0.2,0
Blouse,Skirt,Heels,Wedding,Clear,30.5,Relaxed,1.0,1
Dress,Jeans,Sandals,Casual,Rainy,26.7,Bold,0.6,1
Blouse,Shorts,Boots,Office,Sunny,24.8,Relaxed,0.55,1
Coat,Shorts,Heels,Party,Sunny,28.5,Happy,0.6,1
Blouse,Jeans,Boots,Party,Rainy,19.5,Bold,0.8,1
Hoodie,Pants,Boots,Casual,Rainy,28.1,Romantic,0.8,1
Shirt,Pants,Heels,Wedding,Sunny,5.4,Professional,1.0,1
Jacket,Skirt,Casual Shoes,Wedding,Sunny,33.1,Professional,0.45,0
Coat,Pants,Boots,Date,Clear,23.3,Professional,0.25,0
T-Shirt,Pants,Boots,Office,Sunny,17.9,Bold,0.55,1
Sweater,Jeans,Casual Shoes,Date,Cloudy,24.5,Romantic,0.7,1
Dress,Skirt,Boots,Wedding,Rainy,7.0,Happy,1.0,1
Jacket,Skirt,Boots,Wedding,Sunny,19.8,Relaxed,0.7,1
Dress,Shorts,Heels,Date,Snow,26.9,Relaxed,0.65,1
Coat,Jeans,Heels,Office,Sunny,37.7,Bold,0.4,0
Shirt,Skirt,Boots,Party,Cloudy,5.7,Professional,0.55,1
Dress,Jeans,Heels,Party,Sunny,37.7,Happy,1.0,1
T-Shirt,Pants,Casual Shoes,Office,Snow,15.6,Happy,0.4,0
Sweater,Shorts,Sports Shoes,Casual,Rainy,39.9,Happy,0.7,1
Shirt,Skirt,Boots,Wedding,Cloudy,12.9,Bold,1.0,1
T-Shirt,Pants,Sports Shoes,Casual,Cloudy,15.0,Professional,0.7,1
Hoodie,Skirt,Boots,Wedding,Rainy,8.2,Bold,0.9,1
Blouse,Skirt,Boots,Wedding,Cloudy,14.6,Romantic,1.0,1
Coat,Skirt,Heels,Date,Cloudy,11.8,Happy,0.85,1
Coat,Shorts,Sports Shoes,Party,Sunny,17.0,Bold,0.45,0
Jacket,Skirt,Boots,Party,Cloudy,18.1,Relaxed,0.5,0
Dress,Pants,Boots,Date,Cloudy,22.7,Bold,0.8,1
Dress,Skirt,Boots,Wedding,Cloudy,11.3,Professional,1.0,1
Coat,Skirt,Sports Shoes,Party,Rainy,8.0,Bold,0.85,1
Dress,Jeans,Casual Shoes,Office,Rainy,23.9,Bold,0.5,0
Sweater,Pants,Heels,Wedding,Clear,20.4,Professional,0.7,1
Dress,Shorts,Heels,Wedding,Sunny,33.8,Bold,0.4,0
Sweater,Skirt,Casual Shoes,Casual,Rainy,15.6,Relaxed,0.95,1
T-Shirt,Skirt,Boots,Wedding,Clear,21.1,Romantic,0.7,1
Sweater,Shorts,Boots,Wedding,Sunny,14.2,Bold,0.3,0
Dress,Pants,Heels,Date,Sunny,27.2,Bold,0.95,1
Jacket,Pants,Casual Shoes,Casual,Snow,8.9,Happy,0.9,1
Shirt,Pants,Sports Shoes,Wedding,Rainy,8.5,Bold,0.65,1
T-Shirt,Jeans,Sandals,Date,Cloudy,35.4,Bold,0.7,1
Jacket,Shorts,Heels,Party,Cloudy,14.2,Happy,0.75,1
Shirt,Shorts,Sandals,Date,Cloudy,12.2,Relaxed,0.25,0
T-Shirt,Shorts,Casual Shoes,Casual,Cloudy,33.4,Relaxed,1.0,1
Sweater,Skirt,Boots,Party,Cloudy,23.8,Bold,0.65,1
Jacket,Shorts,Boots,Party,Rainy,17.1,Professional,0.5,0
Shirt,Pants,Casual Shoes,Casual,Clear,24.9,Romantic,0.6,1
Blouse,Pants,Casual Shoes,Wedding,Rainy,6.4,Happy,1.0,1
Dress,Skirt,Boots,Office,Snow,35.3,Happy,1.0,1
Blouse,Jeans,Sandals,Office,Rainy,24.4,Relaxed,0.5,0
Shirt,Jeans,Casual Shoes,Date,Sunny,25.3,Bold,0.7,1
Sweater,Skirt,Sports Shoes,Party,Rainy,27.4,Happy,0.8,1
Shirt,Jeans,Sandals,Date,Cloudy,25.5,Romantic,0.8,1
T-Shirt,Shorts,Heels,Office,Sunny,33.8,Professional,0.2,0
Dress,Pants,Sandals,Office,Snow,39.7,Bold,0.65,1
T-Shirt,Shorts,Sandals,Date,Snow,33.4,Bold,0.45,0
Sweater,Pants,Casual Shoes,Casual,Cloudy,12.4,Bold,0.8,1
T-Shirt,Jeans,Boots,Office,Clear,13.9,Romantic,0.5,0
Sweater,Skirt,Sports Shoes,Office,Cloudy,6.5,Relaxed,0.6,1
Hoodie,Pants,Casual Shoes,Date,Sunny,28.3,Happy,0.25,0
Hoodie,Jeans,Heels,Casual,Snow,32.6,Romantic,0.8,1
Coat,Skirt,Heels,Date,Rainy,14.7,Professional,0.85,1
Sweater,Skirt,Casual Shoes,Date,Snow,19.4,Relaxed,0.7,1
Dress,Shorts,Heels,Casual,Sunny,10.5,Bold,0.55,1
Dress,Pants,Sports Shoes,Date,Sunny,29.9,Romantic,0.9,1
Hoodie,Pants,Casual Shoes,Wedding,Snow,7.2,Relaxed,0.5,0
Shirt,Pants,Boots,Casual,Rainy,36.0,Happy,0.75,1
Hoodie,Skirt,Heels,Party,Snow,21.7,Bold,1.0,1
Dress,Pants,Casual Shoes,Party,Rainy,37.4,Professional,0.6,1
T-Shirt,Shorts,Sandals,Office,Rainy,7.6,Romantic,0.0,0
Hoodie,Shorts,Sandals,Casual,Snow,32.9,Happy,0.85,1
Dress,Jeans,Sandals,Date,Clear,5.5,Romantic,0.85,1
Dress,Shorts,Sandals,Office,Sunny,32.1,Relaxed,0.25,0
Dress,Skirt,Sports Shoes,Wedding,Snow,16.8,Romantic,0.5,0
Coat,Jeans,Heels,Office,Clear,31.4,Romantic,0.4,0
Shirt,Jeans,Boots,Wedding,Rainy,5.0,Professional,1.0,1
Hoodie,Shorts,Casual Shoes,Date,Snow,37.1,Bold,0.45,0
Jacket,Pants,Heels,Casual,Cloudy,18.9,Relaxed,0.65,1
T-Shirt,Skirt,Sports Shoes,Party,Sunny,36.6,Romantic,0.6,1
Dress,Jeans,Casual Shoes,Casual,Snow,7.4,Relaxed,0.9,1
Shirt,Shorts,Heels,Office,Snow,26.2,Relaxed,0.25,0
Coat,Skirt,Sandals,Party,Clear,27.7,Relaxed,0.35,0
Blouse,Skirt,Casual Shoes,Date,Cloudy,23.3,Romantic,0.8,1
T-Shirt,Shorts,Boots,Wedding,Cloudy,33.8,Relaxed,0.0,0
T-Shirt,Jeans,Sandals,Office,Rainy,37.0,Romantic,0.15,0
Coat,Jeans,Casual Shoes,Office,Snow,35.1,Happy,0.45,0
Dress,Pants,Sandals,Office,Rainy,6.0,Relaxed,0.45,0
Jacket,Skirt,Heels,Date,Sunny,37.2,Bold,0.5,0
Hoodie,Pants,Sports Shoes,Party,Sunny,25.5,Professional,0.25,0
Coat,Jeans,Sports Shoes,Party,Rainy,31.7,Happy,0.55,1
Coat,Jeans,Sandals,Date,Rainy,20.1,Professional,0.55,0
Sweater,Jeans,Heels,Party,Clear,6.8,Happy,0.75,1
Jacket,Skirt,Heels,Party,Cloudy,34.1,Relaxed,0.45,0
Coat,Pants,Sandals,Party,Snow,13.5,Relaxed,0.55,0
T-Shirt,Pants,Boots,Office,Sunny,33.8,Happy,0.55,1
Coat,Skirt,Boots,Office,Snow,35.1,Happy,0.95,1
Shirt,Skirt,Casual Shoes,Wedding,Cloudy,9.5,Romantic,1.0,1
Hoodie,Shorts,Sandals,Party,Cloudy,23.7,Happy,0.65,1
Blouse,Skirt,Sports Shoes,Office,Clear,37.4,Professional,0.85,1
Shirt,Pants,Boots,Office,Sunny,22.7,Bold,1.0,1
T-Shirt,Shorts,Heels,Party,Cloudy,34.7,Professional,0.75,1
T-Shirt,Jeans,Boots,Office,Clear,17.1,Professional,0.45,0
Shirt,Jeans,Casual Shoes,Date,Rainy,22.1,Relaxed,0.6,1
Blouse,Shorts,Sandals,Office,Clear,39.3,Happy,0.6,1
Coat,Pants,Sandals,Date,Rainy,20.3,Professional,0.55,0
Blouse,Pants,Casual Shoes,Party,Rainy,13.1,Happy,0.6,1
T-Shirt,Jeans,Casual Shoes,Party,Sunny,6.7,Happy,0.7,1
T-Shirt,Shorts,Sports Shoes,Date,Sunny,19.8,Happy,0.6,1
Hoodie,Shorts,Casual Shoes,Office,Clear,18.7,Bold,0.0,0
Dress,Jeans,Boots,Date,Cloudy,22.2,Romantic,0.9,1
Blouse,Shorts,Heels,Casual,Cloudy,28.3,Happy,0.85,1
Coat,Skirt,Boots,Office,Rainy,16.9,Happy,1.0,1
Coat,Skirt,Casual Shoes,Date,Rainy,38.1,Happy,0.45,0
Coat,Shorts,Boots,Date,Snow,16.4,Happy,0.65,1
T-Shirt,Shorts,Heels,Wedding,Snow,31.4,Happy,0.0,0
Blouse,Jeans,Boots,Casual,Rainy,23.5,Bold,0.8,1
T-Shirt,Skirt,Sandals,Date,Clear,23.8,Happy,0.6,1
Coat,Pants,Sandals,Office,Cloudy,15.8,Romantic,0.7,1
Dress,Jeans,Boots,Office,Clear,21.1,Relaxed,0.55,1
Blouse,Skirt,Casual Shoes,Office,Sunny,32.2,Happy,0.95,1
T-Shirt,Pants,Sandals,Party,Snow,10.6,Bold,0.6,1
Blouse,Skirt,Heels,Wedding,Cloudy,27.5,Professional,1.0,1
T-Shirt,Shorts,Boots,Office,Clear,27.2,Romantic,0.1,0
Hoodie,Shorts,Sports Shoes,Wedding,Snow,25.4,Relaxed,0.0,0
Hoodie,Skirt,Casual Shoes,Date,Snow,11.9,Relaxed,0.7,1
Shirt,Skirt,Sandals,Wedding,Sunny,29.6,Romantic,1.0,1
Jacket,Shorts,Sandals,Date,Sunny,29.4,Bold,0.55,0
T-Shirt,Jeans,Sandals,Office,Cloudy,7.1,Romantic,0.05,0
Hoodie,Jeans,Heels,Office,Cloudy,17.4,Professional,0.45,0
T-Shirt,Pants,Sports Shoes,Casual,Clear,39.3,Bold,0.8,1
Coat,Jeans,Sandals,Party,Rainy,23.1,Professional,0.45,0
Jacket,Skirt,Heels,Casual,Sunny,36.9,Relaxed,0.4,0
Jacket,Shorts,Sandals,Party,Rainy,32.1,Romantic,0.25,0
Sweater,Skirt,Boots,Date,Rainy,15.5,Romantic,1.0,1
Jacket,Jeans,Heels,Date,Rainy,36.1,Bold,0.7,1
Shirt,Jeans,Boots,Wedding,Sunny,16.6,Professional,1.0,1
Dress,Shorts,Sports Shoes,Party,Clear,36.1,Bold,0.9,1
Coat,Pants,Heels,Party,Cloudy,25.1,Relaxed,0.7,1
Shirt,Shorts,Heels,Office,Clear,28.5,Happy,0.65,1
Sweater,Shorts,Boots,Wedding,Rainy,13.5,Bold,0.45,0
Coat,Jeans,Heels,Date,Clear,35.7,Bold,0.5,0
Sweater,Jeans,Heels,Party,Clear,28.7,Professional,0.35,0
Sweater,Jeans,Boots,Wedding,Snow,34.0,Bold,0.85,1
Jacket,Jeans,Heels,Office,Snow,38.6,Romantic,0.6,1
Shirt,Shorts,Boots,Party,Rainy,12.6,Happy,0.5,0
Hoodie,Jeans,Boots,Wedding,Sunny,8.9,Relaxed,0.45,0
Hoodie,Skirt,Heels,Wedding,Rainy,22.9,Professional,0.75,1
Shirt,Skirt,Sports Shoes,Casual,Snow,31.5,Bold,0.6,1
Shirt,Skirt,Heels,Casual,Snow,38.0,Professional,0.4,0
Shirt,Shorts,Sports Shoes,Party,Rainy,21.6,Happy,0.35,0
Hoodie,Shorts,Boots,Date,Cloudy,26.7,Happy,0.5,0
Hoodie,Shorts,Boots,Party,Snow,31.0,Happy,0.65,1
Hoodie,Skirt,Sandals,Party,Clear,36.0,Romantic,0.45,0
Sweater,Pants,Sandals,Date,Clear,10.8,Bold,0.5,0
Hoodie,Shorts,Sports Shoes,Date,Sunny,6.4,Professional,0.35,0
Coat,Skirt,Sports Shoes,Office,Clear,12.2,Professional,0.55,1
Dress,Shorts,Heels,Casual,Rainy,30.8,Relaxed,0.7,1
T-Shirt,Jeans,Sandals,Office,Snow,28.7,Bold,0.15,0
Dress,Skirt,Sandals,Date,Cloudy,12.7,Bold,0.65,1
Jacket,Shorts,Sports Shoes,Casual,Sunny,31.6,Bold,0.6,1
T-Shirt,Jeans,Sandals,Party,Rainy,11.4,Relaxed,0.45,0
Jacket,Skirt,Boots,Casual,Cloudy,5.3,Romantic,0.85,1
Hoodie,Skirt,Boots,Date,Clear,37.4,Happy,0.25,0
Jacket,Shorts,Casual Shoes,Party,Clear,21.2,Professional,0.2,0
Blouse,Shorts,Heels,Wedding,Snow,22.3,Romantic,0.55,1
Coat,Pants,Boots,Date,Rainy,20.5,Bold,0.95,1
Blouse,Shorts,Boots,Office,Snow,34.9,Happy,0.6,1
Shirt,Jeans,Casual Shoes,Wedding,Clear,11.2,Romantic,0.95,1
Shirt,Shorts,Sandals,Party,Cloudy,5.0,Relaxed,0.1,0
Dress,Pants,Heels,Date,Clear,11.6,Happy,0.85,1
Blouse,Jeans,Sandals,Wedding,Rainy,27.4,Professional,0.65,1
Shirt,Shorts,Sports Shoes,Office,Clear,12.3,Professional,0.2,0
Hoodie,Skirt,Sandals,Casual,Snow,13.5,Relaxed,1.0,1
Sweater,Pants,Casual Shoes,Date,Snow,10.9,Professional,0.7,1
Shirt,Pants,Casual Shoes,Office,Cloudy,5.8,Relaxed,0.85,1
Jacket,Skirt,Heels,Office,Cloudy,17.9,Professional,0.95,1
Sweater,Shorts,Heels,Date,Sunny,20.5,Happy,0.5,0
Coat,Jeans,Sandals,Party,Sunny,7.7,Bold,0.55,0
Dress,Pants,Heels,Date,Clear,31.6,Bold,0.95,1
Jacket,Shorts,Sports Shoes,Date,Cloudy,33.3,Happy,0.35,0
Shirt,Shorts,Sports Shoes,Office,Sunny,27.8,Bold,0.3,0
T-Shirt,Shorts,Casual Shoes,Party,Snow,5.8,Bold,0.5,0
Sweater,Skirt,Sandals,Wedding,Cloudy,18.0,Relaxed,0.7,1
Shirt,Jeans,Casual Shoes,Wedding,Sunny,10.5,Happy,0.8,1
Jacket,Jeans,Sports Shoes,Office,Clear,18.3,Professional,0.15,0
T-Shirt,Pants,Sports Shoes,Office,Snow,9.2,Professional,0.3,0
Jacket,Skirt,Sandals,Party,Snow,28.1,Bold,0.55,0
Sweater,Skirt,Casual Shoes,Wedding,Clear,14.1,Relaxed,0.65,1
Dress,Shorts,Sports Shoes,Party,Sunny,34.7,Bold,0.9,1
Shirt,Skirt,Boots,Office,Sunny,10.8,Relaxed,1.0,1
Coat,Shorts,Casual Shoes,Office,Clear,38.2,Professional,0.1,0
Dress,Pants,Boots,Date,Sunny,12.1,Romantic,1.0,1
Jacket,Jeans,Sandals,Date,Cloudy,9.7,Romantic,0.75,1
Sweater,Jeans,Sports Shoes,Date,Sunny,23.3,Bold,0.35,0
Sweater,Shorts,Boots,Casual,Clear,36.9,Professional,0.4,0
Shirt,Shorts,Casual Shoes,Date,Cloudy,7.1,Professional,0.4,0
Jacket,Jeans,Boots,Office,Clear,27.2,Relaxed,0.3,0
Blouse,Shorts,Heels,Casual,Clear,36.7,Bold,0.75,1
Coat,Skirt,Sports Shoes,Casual,Clear,12.1,Romantic,0.55,1
T-Shirt,Jeans,Heels,Party,Rainy,15.1,Romantic,0.8,1
Dress,Jeans,Sports Shoes,Office,Clear,24.5,Relaxed,0.2,0
Coat,Shorts,Sandals,Party,Sunny,11.4,Romantic,0.25,0
Coat,Pants,Heels,Date,Sunny,13.4,Professional,0.6,1
Sweater,Jeans,Heels,Date,Sunny,33.2,Bold,0.5,0
Dress,Skirt,Heels,Casual,Clear,14.9,Professional,0.4,0
Hoodie,Pants,Casual Shoes,Date,Snow,31.8,Bold,0.55,1
Blouse,Skirt,Sports Shoes,Party,Snow,32.2,Bold,0.65,1
Shirt,Pants,Heels,Date,Cloudy,16.0,Romantic,0.95,1
T-Shirt,Shorts,Heels,Casual,Clear,35.7,Happy,1.0,1
Sweater,Skirt,Sports Shoes,Office,Clear,5.1,Bold,0.45,0
Jacket,Pants,Boots,Office,Sunny,18.9,Relaxed,0.5,0
T-Shirt,Skirt,Boots,Wedding,Rainy,34.9,Happy,0.7,1
Shirt,Jeans,Heels,Party,Rainy,27.8,Professional,0.6,1
Blouse,Pants,Casual Shoes,Party,Sunny,15.6,Relaxed,0.5,0
Shirt,Jeans,Heels,Date,Rainy,28.9,Romantic,0.95,1
Shirt,Jeans,Heels,Casual,Cloudy,32.0,Relaxed,0.8,1
Hoodie,Shorts,Sports Shoes,Office,Rainy,36.4,Professional,0.0,0
Jacket,Pants,Sandals,Casual,Snow,30.3,Bold,0.5,0
Hoodie,Shorts,Boots,Party,Rainy,27.0,Bold,0.85,1
T-Shirt,Pants,Sandals,Office,Sunny,22.3,Bold,0.5,0
T-Shirt,Jeans,Heels,Party,Snow,38.9,Happy,0.9,1
Sweater,Jeans,Sandals,Casual,Snow,7.1,Bold,0.8,1
T-Shirt,Pants,Sandals,Wedding,Sunny,12.9,Professional,0.25,0
T-Shirt,Skirt,Sandals,Office,Rainy,17.0,Romantic,0.25,0
Jacket,Shorts,Sports Shoes,Office,Rainy,32.7,Bold,0.0,0
Jacket,Jeans,Sports Shoes,Office,Clear,14.2,Bold,0.25,0
T-Shirt,Jeans,Heels,Date,Rainy,21.4,Romantic,0.85,1
Coat,Jeans,Boots,Party,Snow,8.8,Happy,0.95,1
Blouse,Skirt,Boots,Office,Rainy,5.2,Relaxed,1.0,1
Coat,Shorts,Sports Shoes,Casual,Cloudy,28.6,Bold,0.6,1
T-Shirt,Jeans,Boots,Wedding,Clear,5.3,Professional,0.5,0
Blouse,Shorts,Casual Shoes,Wedding,Snow,25.8,Bold,0.15,0
